,userID,tag,content,date,year,label
100,heerowei0802,推,肥婆自己用那種言論討戰的，不用同情吧?,04/23,2015,1
101,hugr85,噓,快點寄封信 給新機肥婆 說你被欺壓 就可以轉白囉,04/30,2015,1
102,hiimlive,→,可是他媽的我太胖了,05/30,2015,4
103,hiimlive,→,我真的肥，肥在肚腩,05/30,2015,4
104,nebbiabards,→,好像會變成紙片人欸 \壓我/ \壓我/,05/30,2015,0
105,momoispig,噓,=====肥宅那麼胖還吃!!浪費資源!!想想非洲的孩子=====,05/31,2015,1
106,GaryMatthews,噓,黑道死肥豬跟老王比較好,05/19,2015,1
107,pony666,推,沒有肥肚腩還敢自稱帥哥,07/01,2015,0
108,xzcb2008,噓,大胖豬豬,06/03,2015,1
109,eco100,推,紙片人路跑 紙片人烤肉大會 紙片人大胃王比賽 紙片人....,06/04,2015,2
110,kawazakiz2,推,當版主真好，可以把人水桶，公司亂酸的胖宅只能忍受,06/30,2015,1
111,tsaibing,→,"因為只要報普妹&龍妹，大家就會推少時不讀書,長大當記者",06/30,2015,1
112,chocopoodle,噓,就算是龍妹你也乾不到,06/30,2015,1
113,yarn5z0,噓,龍妹難過噓,06/30,2015,1
114,offish,推,龍妹根本擠不到舞台前面啦,06/30,2015,1
115,octopus4406,推,中肯 龍妹肥宅臭了嗎？,06/30,2015,1
116,KYOROD,推,龍妹真的完全沒報導 好慘,06/30,2015,1
117,max0928895,推,"傻了,龍妹肥宅怎辦,就說他是孝子孝女啊,然後有遠大抱",06/30,2015,1
118,modjo,→,肥宅龍妹SOP 孝子孝女 在校/公司成績人緣好 在家好兄弟姐妹,06/30,2015,1
119,mildred19,推,龍妹砷鈾銅感 沒人在乎龍妹痛不痛QQ,06/30,2015,1
120,dudee,推,肥宅上報率還比龍妹高,07/01,2015,1
121,funster,推,龍妹 肥宅 根本弱勢,07/01,2015,1
122,LJY99,→,上層是你的肥肚油嗎,07/04,2015,1
123,longya,推,:T很白目噁心 而且很多又肥又醜穿衣服沒品味,07/10,2015,1
124,neilisme,推,真的是神豬等級的 男的應該很有錢吧,07/15,2015,1
125,letyoufree,推,那胖子真的超級惹人厭，超級噁心,07/18,2015,1
126,kevin05233,→,又要看食藥署那個肥婆上電視了,07/27,2015,1
127,speedup,推,黃肥婆 李腦殘請台北市長負全責,08/11,2015,1
128,jardon,推,胡忠信之前就有爆過胖周魚有豬的黑資料,08/13,2015,1
129,cherryse1f,推,只能說明這裡龍騎士跟龍妹坑侅一氣 難成大器哉,08/27,2015,1
130,yakura,推,那為什麼龍妹 肉妹就不需認證是不是反串,09/04,2015,1
131,qwsa2921,推,yakura那為什麼龍妹 肉妹就不需認證是不是反串,09/04,2015,1
132,DongRaeGu,推,這種又醜又猥瑣的網路男蟲也吃那麼開 肥宅加油好嗎!!,09/05,2015,1
133,msk127,推,社會的現實 人帥吃鮑 人醜吃草 肥宅崩潰~~~~,09/05,2015,0
134,ccunii,推,恐恐恐 恐龍妹,09/08,2015,1
135,tdkblur,推,胖宅版皮皮?,09/26,2015,1
136,peace1way,→,乎都是鳥仔腳，不信妳去國小國中看，大了就不一定了,10/01,2015,2
137,ontherun3325,噓,先清光龍妹吧 都沒正妹實在很慘,10/02,2015,1
138,mbblgg007,推,推你 幹我早看台中那死胖@^%#&?!'$,10/07,2015,1
139,kilakila1984,→,腿粗,10/09,2015,1
140,FrankB,推,肥婆,10/10,2015,1
141,qpqp,→,"....這叫正妹喔,那怎樣算普妹跟醜妹龍妹???",10/12,2015,1
142,greedypeople,→,不只有男友  而且又胖又醜又不有錢  超崩潰的,10/27,2015,1
143,laechan,→,"跟心機肥婆一樣啦,只是心機肥婆 follow的比較多",10/30,2015,1
144,makapaka,推,幹0糧整黨都是肥豬滾啦幹,11/01,2015,1
145,e7660239,噓,死肥豬我說妳的黨徽勒,11/10,2015,1
146,hisashiaska,推,死肥豬你的黨徽呢,11/10,2015,1
147,skyivan,噓,垃圾黑道死胖子,11/10,2015,1
148,x0xanxus0x,噓,垃圾黑道死胖子 顏寬恒出來啊87,11/10,2015,1
149,yayayalai,噓,騙子死胖子 台灣就是敗在這種人手裡幹,11/10,2015,1
150,rareone,推,幹妳娘台中死胖子,11/10,2015,1
151,DecemberLV,推,死胖子 幹,11/10,2015,1
152,Vassago,推,死胖子黑二代，幹,11/10,2015,1
153,HELLDIVER,→,金大胖:這樣就不會有人笑我很醜惹,11/29,2015,1
154,etcover,推,被肥婆尾行實在噁心,12/07,2015,1
155,goldflower,→,幹被肥婆尾行XDDDDD,12/07,2015,1
156,ninggo,噓,為什麼肥宅很醜，卻還妄想著有女朋友這件事情，我累了真的,12/18,2015,1
157,headcase,→,死肥豬想盡辦法要選上 好繼續阻擋農舍新法,12/29,2015,1
158,simata,噓,心機肥婆,12/31,2015,1
159,lovembp,推,阿妹真的室肥婆,01/01,2015,1
160,bluenova,→,中國好聲音有靠化妝修 仔細看還是肥婆,01/01,2015,1
161,yuta02,噓,肥婆,01/01,2015,1
162,elle,推,男生也是需要被尊重的 如果是龍妹就算了 正妹跑進來多少還是,01/03,2016,1
163,DragonLai,推,太中肯了 一些龍妹根本來偷看的,01/03,2016,1
164,s00099z,噓,幹你娘 大甲死胖子,01/07,2016,1
165,older,推,死肥豬~滿腦肥腸的~一看就知沒什料,01/07,2016,1
166,WeGoYuSheng,推,海線死肥豬果真肥到腦子只剩下油,01/07,2016,1
167,older,→,死胖子真的噁心~加油我支持你,01/07,2016,1
168,lmf770410,→,幹 去告啊死胖子,01/08,2016,1
169,oboesoul,推,幹您娘死胖子黑道,01/08,2016,1
170,batenkaitos,推,死胖子滾出台灣政壇 幹,01/08,2016,1
171,viable,噓,以上推文的女生快去慰安醜窮肥宅,01/07,2016,1
172,garyyang0529,→,松山信義補刀 胖宅也有政治業力引爆,01/16,2016,0
173,WSzc,→,這是暴肥版李奧納多,01/16,2016,1
174,matrox323,→,肥版.............,01/16,2016,1
175,dearevan,推,超像！酒喝太多爆肥版本！,01/16,2016,1
176,Bananab2uty,推,幹 肥版,01/16,2016,1
177,eighchin,推,死胖子阿幹,01/17,2016,1
178,gotohikaru,→,肥宅一樣愛2D那種鳥仔腳好嗎,01/19,2016,0
179,pwl69555,推,幹破麻肥婆這麼愛支那怎麼不他媽滾回去,01/23,2016,1
180,hu6111,推,去你媽的支那肥婆,01/23,2016,1
181,ayumina11,推,支那肥婆還不是要在澳洲舔外國人腳趾頭,01/23,2016,1
182,ice76824,噓,這肥婆這麼愛支那怎麼在國外住十年,01/23,2016,1
183,mraznice,推,中國婊子肥婆大媽 監貨,01/23,2016,1
184,tony20095,推,告死這個支那死肥婆!,01/23,2016,1
185,Cookie165,推,肥婆肥婆得第一,01/28,2016,1
186,aswq17558,推,薰雞肥婆2號  就決定是你惹,01/29,2016,1
187,angelgirl13,→,你上次也嗆我!!! 大胖宅板主!!!,01/28,2016,1
188,yuyi0504,噓,不就是醺雞肥婆討拍 哭哭,01/31,2016,1
189,morevg2427,噓,心機肥婆要滾快滾 心機心機 肥婆肥婆 滾滾滾,02/02,2016,1
190,morevg2427,噓,容易被操弄，跟匪區賤畜有98%像。噁心肥婆 滾,02/02,2016,1
191,kobe7610,噓,反正妳又不紅 心機肥婆可不是叫假的 還po文來打自己臉,02/03,2016,1
192,SmonSo,推,加油!!心機肥婆XD 無限期支持~~,02/03,2016,1
193,js0071724,推,最近常過載阿  一定是肥宅們過年完又胖了,02/19,2016,1
194,coon182,噓,根據自我安慰理論，自稱可愛的都很肥很醜,02/26,2016,1
195,Benbenyale,→,哈 我也170/66 我肌肉打球後容易受傷 肥肚怎麼消阿,04/04,2016,0
196,deii,→,盒盒水桶腰,03/04,2016,1
197,deii,→,盒盒水桶腰,03/05,2016,1
198,DICB,噓,呵呵早起運動減水桶腰?,03/05,2016,1
199,obov,噓,幹0糧扁奶惠滾喇幹,03/06,2016,2
200,nebbiabards,→,咪咪的肥腿 我好性奮R 我好性奮R>///<,04/30,2016,0
201,xxmanpower,→,噁心肥肉屁股蛋,04/23,2016,1
202,flamedevil,推,請愛用龍妹,05/25,2016,1
203,kevin4201153,噓,再噓 桶三小喇 八卦版母豬化是逆 還是吃到金胖子口,05/31,2016,1
204,mimihalo,噓,咪咪又肥又醜,06/21,2016,1
205,otaku5566,推,是時候把肥貓老屁股清掉了,06/24,2016,0
206,Benbenyale,→,政肥肚子很肥 因為當初自我介紹時就叫我叫他肥宅,07/04,2016,1
207,DICB,推,XDDDDD!! jho52106 大大你敢嘴肥亮膩 先把屁股洗乾淨再來嘴,07/21,2016,0
208,quando225,噓,燻雞肥婆,07/22,2016,1
209,yeh67,推,肥婆倒退嚕，路不平，愛河又變臭了,11/01,2016,1
210,webptt,噓,幹嘛找恐龍妹來讓自己受苦,10/10,2016,1
211,enjoy30,→,肥宅怕胖雞排給樓下，潤喉好好笑,10/24,2016,0
212,gncn,→,等你發起法案連署要求肥胖者不得結婚   不要只會說屁話黑,11/25,2016,1
213,Dinenger,→,人怕出名豬怕胖,11/27,2016,0
214,fun5566,→,肥宅如果唱胖小夜曲 是什麼情形? 請問樓下,01/01,2017,0
215,tsukiyomi157,推,懶叫王不要走QQQQQ至於肥婆就可以滾了,02/02,2017,1
216,GalLe5566,→,這啥? 超可愛!! 超想舔的 想舔她的肥肚肚!!!,04/29,2017,0
217,fun791128,推,捐錢拉  肥宅們在吃又更胖了,05/02,2017,1
218,chrispherd,推,我歧視胖子。醜人愛作怪，實在沒資格當甲。,05/23,2017,1
219,chrispherd,推,馬的死胖子,05/23,2017,1
220,pold123,噓,哇，好肥的肚子,05/23,2017,1
221,leo6315,→,醜又胖的甲 只有一個慘字而已,05/23,2017,1
222,ffhh,→,狗屎徐遜東死肥豬滿腦腸肥欠人做成電宰豬肉,08/09,2017,1
223,ffhh,→,FB看的出雞掰肥婆臉,08/11,2017,1
224,GalLe5566,推,肥宅突滿怎麼這麼醜...,09/26,2017,1
225,wasijohn,推,幹我知道為我什麼一直胖不起來了 我他媽的一直跑步啊操,09/27,2017,0
226,henry55566,→,心機肥婆,09/03,2017,1
227,Jeff09,噓,詹家胖姐妹 錢詹計畫 胖詹 肥詹 肥的像隻豬 沒看過人豬一,09/05,2017,1
228,yauaia,→,肥婆救援投手,11/26,2017,1
229,abomgo,噓,幹你娘海線垃圾黑道死胖子,12/12,2017,1
230,fk47826,推,畜牲海線死胖子幹你娘豬崽,12/12,2017,1
231,ben100rk,推,幹 死胖子黑道,12/12,2017,1
232,Totoro0802,推,馬的，顏家死胖子怎還不去死,12/12,2017,1
233,saul17,推,這次見識到肥宅鄉民醜陋的一面 就算沒犯法也不合理 相信,12/28,2017,1
234,Ryan823,推,桃園剛剛四女生團夠爛了還來一個肥腿撲街團,12/31,2017,1
235,kino056,→,肥宅兒都用肥肚肚,03/31,2017,1
236,GalLe5566,推,這個可以有 這樣看起來好長喔 肥肚肚都不見了,04/29,2017,1
237,asiasssh,→,隨便啦 胖宅完全不在意,05/27,2017,1
238,fantasibear,噓,妹妹變肥婆了wwww,05/30,2017,1
239,GalLe5566,→,可以 他的肥肚肚,06/30,2017,0
240,dan5120,→,又胖又矮 懶叫總該很長ㄅ,07/24,2017,1
241,moswu,推,只可惜小J就是愛權，食言而肥版主嘻嘻,10/22,2018,1
242,noodlesnice,噓,希望某隻肥豬快點因為性病死亡,10/31,2018,1
243,stan1231,→,我先舔爆六花的肥大腿再說,11/04,2018,0
244,GalLe5566,→,後面就跟風看圖舔肥大腿,11/04,2018,0
245,casman,推,"整天肉搜網友還嫌網友肥宅又胖又醜, 根本",11/15,2018,0
246,zipizza,推,藍羊你的木龍妹呢,01/14,2019,0
247,GGrunrundela,噓,醜男肥宅滾辣幹,02/17,2019,1
248,GalLe5566,→,最精華的是肥肚肚肉的軟嫩絨毛 但是大多數的貓咪都不會,03/08,2019,0
249,GalLe5566,推,肥肚肚貓,03/22,2019,0
250,Benbenyale,→,金花肥肚子,03/23,2019,0
251,L1ON,→,肥物肚肚好好吃的樣子,03/25,2019,0
252,Stevenchow,推,肥婆又不運動的,03/04,2019,1
253,SydLrio,推,樓上那張大奶肥婆是誰？,04/28,2019,1
254,fantasibear,噓,妹妹肥肥的肚肚可以做大臘腸(⊙v⊙),04/30,2019,1
255,DongWooNeKo,噓,肥宅我周邊沒人 我太醜都被嚇跑了,05/25,2019,4
256,DongWooNeKo,噓,嗆屁嗆 阿我就是肥宅醜又臭大家都知道吧,05/27,2019,4
257,aquaunder,噓,一個肥婆輸了高雄和宜蘭，真是不簡單,05/26,2019,1
258,ez0980,推,別查啊，會動搖國本，2020辣台妹(燻雞肥婆)穩了,05/30,2019,2
259,Busufu,→,這屁股沒在練 塌塌的,06/25,2019,2
260,srxteam0935,推,跟肥宅生態一樣 小時候圓圓胖胖被阿,06/25,2019,0
261,srxteam0935,推,長得醜還能吃軟飯 臭酸肥宅表示羨慕,06/28,2019,1
262,s6210603,→,肥婆粉絲還敢出來噓喔,07/05,2019,1
263,s6210603,→,一堆肥婆粉絲崩潰就是爽,07/06,2019,1
264,s6210603,→,他們連垃圾肥婆都能洗推了 有啥好意外,07/17,2019,1
265,sweetorz,推,專業阿肥腿,07/21,2019,0
266,s6210603,→,肥婆粉絲不意外,07/30,2019,1
267,B9702115,推,肚子肉好多,08/09,2019,1
268,mikeneko,推,好想揉阿肥的肚子,08/20,2019,0
269,CPer,→,肥宅跟胖子也是有差距的,08/28,2019,0
270,leffyiscome,推,胖虎豬哈哈哈,09/17,2019,0
271,ez0980,推,蔡母豬根本燻雞肥婆2.0,09/22,2019,1
272,ohrring,→,梅嬸被一個死胖子幹ㄌ,10/03,2019,1
273,forhorde5566,→,不就龍妹跟人妖給你選一個上？,11/12,2019,1
274,forhorde5566,→,反正你也只能選龍妹，除非你是甲,11/12,2019,1
275,Anvec,→,你喜歡龍妹 跟你被龍妹硬上 是不樣的好嗎,11/12,2019,1
276,vizcacha,推,被龍妹跟人妖 我選擇死亡的回覆笑死XD,11/12,2019,0
277,bill403777,→,通常都瘦到皮包骨 刺青說年少不懂事,11/12,2019,2
278,evestyle,推,推 阿肥版主 版主這位置不好做 給你拍拍,11/16,2019,0
279,soyjay,推,之前還被質疑是蟑螂灌票 阿肥版主辛苦了,11/16,2019,0
280,avgirl,→,~~~共產黨操你媽，習近平死胖子!!!!!!!!!,11/16,2019,1
281,rockon15,噓,四胖豬 就是一個噁心假粉,12/04,2019,1
282,nn70,推,人渣死胖子幹你娘,12/28,2019,1
283,maxed,推,但看中國軍肥肚師懷愈來愈多=貪生 只會推人,02/25,2020,0
284,Benbenyale,→,哇 這貓我忘記叫甚麼名字了 肥肚貓,03/27,2020,0
285,wondtty,→,燻雞肥婆表示,03/04,2020,1
286,YuXun2021,推,醜又無知，不敢用便宜肥皂,03/11,2020,0
287,ViktorGoogle,推,韻律室肥婆比較多,05/13,2020,1
288,rererere147,推,阿肥那肚子,05/25,2020,1
289,bearest,噓,黑道應該全部都去死 包括台中海線那頭死肥豬,06/07,2020,1
290,sonyvaio,→,胖又沒奶最糟糕了,06/14,2020,3
291,snake12315,→,狗屎日本人自己也一堆肥豬女優還敢嫌人 加油,06/14,2020,1
292,jjimonkey,推,阿肥的腿有夠肥的啦,06/16,2020,1
293,kiminocodo,噓,噁心死胖子,07/14,2020,1
294,rockon15,推,嘻嘻 龍妹還一堆人追 可憐啊,08/02,2020,1
295,aeug2005,推,欸！157躲在推文發龍妹圖,08/05,2020,1
296,GGrunrundela,噓,果然臉才重要 只有低能醜男噁肥宅才會只看到奶就高,08/09,2020,1
297,ez0980,推,燻雞肥婆2.0蔡英文的手下就是囂張,08/14,2020,1
298,syk1104,→,全禁阿~廢文也不屬於八卦不是嗎?只剩追星肥宅龍妹,08/16,2020,1
299,NCTUEE800808,推,之前倒是遇到不少國私立機械所龍妹 每次看到都無言,08/18,2020,1
300,GGrunrundela,噓,給我錢 醜囊肥宅,08/23,2020,1
301,aa01081008tw,→,的爛貨啦..什78邁..黃偉哲.胖周瑜.陳時中.都比噁的,08/31,2020,1
302,Lumbereddy,推,哈 死肥婆,09/01,2020,1
303,hahn,噓,肥婆募款的錢怎麼用？什麼時候變成比爛了？,09/15,2020,1
304,melody353688,推,快點考五花肉 肥仔肚子餓了啦！,10/01,2020,0
305,flyover01,推,越南人：搶到十條新褲子開薰！.....幹你娘哪個肥豬穿,10/10,2020,1
306,VVVV5555,噓,幹你老師比看到肥婆比基尼那種詐騙心情還糟,10/13,2020,1
307,JHGF2468A,推,耖他媽的死胖子沒當兵就閉上你他媽的豬嘴,11/01,2020,1
308,wtkao780302,噓,廢物靠爸死胖子 不姓連你就只是廢物,11/01,2020,1
309,dos01,推,因為前陣子你都沒貼貓啊 然後他果然變成一坨肥肚肚,12/07,2020,0
310,pubupig,→,硬被班上把豬跟另一高一矮的胖子湊一團,12/13,2020,1
311,q5228859,→,氣去冒險。媽的社會真正歧視的是禿頭胖肥宅啊,12/25,2020,1
312,jiujiu01022,噓,這個腿粗,01/05,2021,1
313,p580ir190,噓,沒奶，沒臉的貼這廢文幹麻？怒噓,01/05,2021,2
314,GGrunrundela,噓,七膿珠醜囊死肥宅現在事想單挑？,01/19,2021,1
315,GGrunrundela,噓,給我錢醜囊死胖子,01/25,2021,1
316,GGrunrundela,噓,給我錢喔 醜囊噁肥盼子,01/30,2021,1
317,freeman18,噓,見醜肥婆必噓,02/25,2021,1
318,cursedsoul,推,看到阿肥就肚子餓是正常的嗎？,03/02,2021,0
319,Recoverism,噓,為什麼這醜女肥龍會有工具人啊能不能告訴我你各位,04/23,2021,1
320,Ejaculation,→,不然要放龍妹在不分區才沒問題？？？,04/30,2021,1
321,selfhu,推,好想摸摸阿肥的肚肚,05/06,2021,0
322,NSRC,→,根據看過現場ＣＣＲ經驗，矮秃肥老醜窮包莖短屌洋人　都贏你,05/16,2021,1
323,locuss,→,那麼愛就活該缺水停電，繳你血汗錢養肥婆政客,05/18,2021,1
324,jakewu1217,推,肥婆,05/19,2021,1
325,dabalax,→,活在這世上沒意義了!!我要去找tai大恐龍妹安慰了.......,05/19,2021,1
326,A80211ab,→,噁心死胖子,05/24,2021,1
327,lancer0960,→,噁心死胖子專睡人妻跟房東的新聞，請,05/24,2021,1
328,GinHan,推,阿肥肚子裡是不是有五毒珠,07/05,2021,0
329,phyBomber,推,阿肥好醜,07/17,2021,1
330,mywayne,推,阿肥好醜,07/17,2021,1
331,zuihao,推,肥肥版主過很爽ㄛ,08/07,2021,0
332,iwilltry,推,那江大胖屬實的話也太噁了吧,08/25,2021,0
333,AOA2,噓,竹科媽媽身材走樣的大媽居多 別幻想了,08/25,2021,1
334,Audien,推,看體重啦 一堆瘦皮猴拉很多下自以為很強,08/25,2021,2
335,dawnnn317,噓,國小才行 肥宅太胖無法,08/25,2021,1
336,rainbow321,→,你的瘦手臂拉肥宅身體也是一樣上去一,08/25,2021,0
337,NeoLife,噓,臭胖子死廢物,08/25,2021,1
338,overall,→,奶大少婦才棒，比一堆瘦排骨有魅力多了,08/25,2021,2
339,crimson11,推,你有想過龍妹的生活嗎？,08/25,2021,1
340,crimson11,→,忍受你這些行為 將心比心 龍妹如何,08/25,2021,1
341,qazp741,噓,媽的 北七 去幹你的肥龍妹老母,08/26,2021,1
342,slimu0001,推,黑道8＋9一堆瘦皮猴，會有力氣拉弓,08/26,2021,2
343,wildcat5566,推,不是有新聞說幫肥白男擦屁股的不是紫,08/26,2021,1
